id,actual_amount,comment,original_amount,rating,reduce_amount,delevery_amount,promotion_id,user_addr,create_time,update_time
774,25.65,The product is difficult to assemble,33.0,3,7.35,14,47,6 Monica Way,2023-09-22,2023-09-22
775,27.71,The product is a show-stopper,36.04,1,8.33,10,56,34605 Eastwood Point,2023-08-28,2023-08-28
776,26.94,The product is a great gift idea,49.96,5,23.02,13,97,697 Schiller Hill,2023-10-09,2023-10-09
777,26.72,Will definitely buy again,38.06,3,11.34,10,23,219 Westport Place,2023-01-29,2023-01-29
778,19.64,The product is a game-changer,39.32,4,19.68,11,58,082 Aberg Hill,2023-09-06,2023-09-06
779,19.92,The product is a conversation-starter,34.36,4,14.44,14,91,0914 Fisk Lane,2023-07-31,2023-07-31
780,19.16,Not what I expected,58.96,3,39.8,10,6,1393 Waywood Parkway,2023-06-16,2023-06-16
781,11.16,The product is a party-starter,43.17,4,32.01,15,61,9 Harbort Circle,2023-02-11,2023-02-11
782,10.56,Would recommend to friends and family,42.11,5,31.55,14,16,1698 Harbort Trail,2023-09-08,2023-09-08
783,18.37,The color is not as shown in the picture,38.79,1,20.42,13,52,8237 Shasta Lane,2023-06-19,2023-06-19
784,25.59,The size runs small,37.5,1,11.91,9,17,69862 Manufacturers Park,2023-02-25,2023-02-25
785,11.89,The product is easy to use,40.84,2,28.95,15,90,12 Northfield Avenue,2023-10-10,2023-10-10
786,29.57,The size runs small,45.8,4,16.23,12,89,54689 Gale Avenue,2023-11-07,2023-11-07
787,24.36,The product is a stress-reliever,59.31,4,34.95,10,48,89 Mccormick Alley,2023-07-29,2023-07-29
788,16.63,The price is too high for the quality,34.67,4,18.04,15,1,81782 Utah Street,2023-05-06,2023-05-06
789,12.05,Very disappointed with this purchase,53.67,4,41.62,9,57,996 Marquette Pass,2023-03-21,2023-03-21
790,12.0,The color is not as shown in the picture,34.29,1,22.29,14,19,770 David Street,2023-08-07,2023-08-07
791,14.35,The product is a game-changer,42.61,5,28.26,12,21,67470 David Alley,2023-01-23,2023-01-23
792,12.75,I love this product so much,56.88,4,44.13,12,35,4668 Lunder Lane,2023-09-12,2023-09-12
793,15.55,Will definitely buy again,34.94,5,19.39,13,84,0342 Schurz Center,2023-02-02,2023-02-02
794,26.23,Great quality,53.59,5,27.36,13,44,2 Sachtjen Drive,2023-08-22,2023-08-22
795,19.84,The product is a show-stopper,48.6,5,28.76,10,66,8 Mcbride Alley,2023-04-05,2023-04-05
796,26.94,The packaging was damaged,54.54,4,27.6,16,40,0 Jackson Terrace,2023-09-29,2023-09-29
797,19.26,The product is a crowd-pleaser,34.87,3,15.61,8,70,86 Clyde Gallagher Junction,2023-01-10,2023-01-10
798,12.82,order a size up,55.65,1,42.83,10,29,625 Killdeer Point,2023-12-13,2023-12-13
799,25.33,The product is a space-saver,40.05,1,14.72,13,30,74 South Pass,2023-04-19,2023-04-19
800,16.88,The product is a head-turner,55.47,2,38.59,16,95,25217 Village Parkway,2023-08-10,2023-08-10
801,18.75,The product is a stress-reliever,47.99,3,29.24,9,5,18 Calypso Junction,2023-04-29,2023-04-29
802,18.93,Excellent customer service,40.63,2,21.7,9,31,0 Kenwood Court,2023-05-26,2023-05-26
803,12.71,The product is a time-saver,30.25,3,17.54,16,37,41 Service Parkway,2023-07-16,2023-07-16
804,18.01,Fast shipping,57.33,3,39.32,14,11,0225 Novick Avenue,2023-03-20,2023-03-20
805,29.38,The product is a party-starter,33.74,5,4.36,8,33,23 Garrison Plaza,2023-08-09,2023-08-09
806,15.76,Fast shipping,37.46,1,21.7,11,81,8801 Sachtjen Drive,2023-09-22,2023-09-22
807,29.5,Very disappointed with this purchase,40.3,4,10.8,8,91,9769 Kensington Avenue,2023-08-02,2023-08-02
808,15.11,The product is a show-stopper,59.51,4,44.4,13,61,24 Miller Place,2023-12-28,2023-12-28
809,26.12,Very satisfied with my purchase,33.78,5,7.66,15,93,87132 School Road,2023-03-16,2023-03-16
810,17.21,The product is a must-have for every home,32.6,2,15.39,8,42,1645 Sloan Terrace,2023-02-08,2023-02-08
811,24.81,The product is a lifesaver,58.73,4,33.92,10,5,8927 Sutherland Parkway,2023-07-23,2023-07-23
812,20.43,The color is not as shown in the picture,31.48,3,11.05,13,56,52686 Golf Course Plaza,2023-03-29,2023-03-29
813,27.27,The product is a crowd-pleaser,30.49,1,3.22,13,19,7722 Pepper Wood Pass,2023-02-11,2023-02-11
814,16.28,Very satisfied with my purchase,46.56,4,30.28,15,49,8 Canary Avenue,2023-04-01,2023-04-01
815,19.86,The product is lightweight and easy to carry,37.71,2,17.85,8,51,9085 Eagle Crest Plaza,2023-05-23,2023-05-23
816,13.06,The product is difficult to assemble,55.67,5,42.61,15,64,3 Donald Trail,2023-03-14,2023-03-14
817,21.44,The product is perfect for my needs,30.39,3,8.95,9,27,10367 Namekagon Junction,2023-01-09,2023-01-09
818,24.52,The product is a great value for the price,43.94,1,19.42,11,37,063 Jenna Terrace,2023-07-02,2023-07-02
819,10.81,Very satisfied with my purchase,42.53,3,31.72,16,55,096 Atwood Circle,2023-07-11,2023-07-11
820,29.76,The product is a must-have for every home,56.22,1,26.46,16,43,2 Lawn Trail,2023-07-30,2023-07-30
821,29.9,The product is difficult to assemble,44.77,3,14.87,11,54,4 Havey Crossing,2023-05-27,2023-05-27
822,18.33,Product arrived earlier than expected,47.4,4,29.07,9,85,88 Manufacturers Way,2023-07-16,2023-07-16
823,12.81,This product is amazing!,41.09,5,28.28,11,92,9632 Rieder Street,2023-05-15,2023-05-15
824,17.48,The color is not as shown in the picture,45.1,2,27.62,9,94,2033 Mayfield Lane,2023-10-13,2023-10-13
825,26.97,The product is a show-stopper,45.8,5,18.83,13,81,3 Arrowood Road,2023-03-21,2023-03-21
826,21.11,The product is a party-starter,37.58,2,16.47,14,76,785 Linden Alley,2023-12-28,2023-12-28
827,26.59,The product is a space-saver,59.36,5,32.77,15,34,154 Grim Drive,2023-02-02,2023-02-02
828,21.02,great service,38.16,1,17.14,14,46,97679 Spohn Junction,2023-05-16,2023-05-16
829,12.6,The product is not durable,57.41,3,44.81,13,41,14 Duke Drive,2023-09-12,2023-09-12
830,14.05,The product is a crowd-pleaser,40.19,3,26.14,8,83,1 Center Street,2023-05-20,2023-05-20
831,12.88,The product is a great gift idea,54.93,5,42.05,10,63,746 Sunnyside Point,2023-01-20,2023-01-20
832,22.82,The product is versatile and can be used in many ways,45.91,3,23.09,13,50,180 Golf View Alley,2023-01-01,2023-01-01
833,16.42,The color is not as shown in the picture,38.2,4,21.78,9,28,4852 Calypso Lane,2023-03-19,2023-03-19
834,14.63,The product is exactly as described,56.89,5,42.26,11,53,9 Milwaukee Point,2023-12-08,2023-12-08
835,11.18,The product is a mood-booster,43.43,2,32.25,8,44,83346 School Terrace,2023-03-18,2023-03-18
836,10.09,Very satisfied with my purchase,57.39,4,47.3,9,86,673 Karstens Circle,2023-01-30,2023-01-30
837,16.77,I love this product so much,49.43,5,32.66,16,23,8751 Northfield Point,2023-03-07,2023-03-07
838,21.78,The product is exactly as described,32.11,1,10.33,8,9,0063 Morning Park,2023-04-27,2023-04-27
839,19.54,The product is a stress-reliever,30.04,5,10.5,9,90,6616 Cherokee Place,2023-09-21,2023-09-21
840,19.46,great service,54.57,1,35.11,10,57,8 Mcbride Avenue,2023-02-11,2023-02-11
841,14.78,Highly recommend this product,52.81,3,38.03,8,49,90 Artisan Crossing,2023-05-30,2023-05-30
842,25.65,The product is easy to use,56.16,2,30.51,15,40,578 Transport Circle,2023-10-24,2023-10-24
843,10.49,The product is a great value for the price,33.85,3,23.36,13,10,7624 Hayes Road,2023-09-17,2023-09-17
844,19.92,Would buy from this seller again,58.82,4,38.9,12,36,6 Lakewood Gardens Pass,2023-02-04,2023-02-04
845,19.97,Product arrived earlier than expected,47.75,4,27.78,11,26,74211 Carioca Place,2023-09-02,2023-09-02
846,10.51,The color is not as shown in the picture,36.77,3,26.26,9,81,4905 Esker Trail,2023-12-21,2023-12-21
847,20.34,The product is a game-changer,53.61,3,33.27,14,47,09961 Petterle Trail,2023-11-26,2023-11-26
848,13.44,Very happy with my purchase,40.19,4,26.75,12,13,54 Washington Terrace,2023-10-22,2023-10-22
849,10.19,Very satisfied with my purchase,34.32,5,24.13,13,11,34 Golden Leaf Point,2023-12-21,2023-12-21
850,12.73,The product is a great value for the price,35.12,3,22.39,8,42,70715 Pearson Crossing,2023-01-08,2023-01-08
851,27.91,The product is a crowd-pleaser,42.15,1,14.24,13,21,87008 Duke Center,2023-02-04,2023-02-04
852,21.58,The product is versatile and can be used in many ways,40.67,2,19.09,15,76,701 Myrtle Court,2023-12-06,2023-12-06
853,24.09,order a size up,45.04,4,20.95,9,86,00109 Lukken Road,2023-02-19,2023-02-19
854,28.79,Will definitely buy again,58.57,3,29.78,13,52,1 Southridge Center,2023-11-20,2023-11-20
855,28.37,Very happy with my purchase,56.48,2,28.11,13,58,3814 Hoepker Point,2023-04-11,2023-04-11
856,23.33,Not worth the money,32.82,3,9.49,13,16,3 Westport Way,2023-10-24,2023-10-24
857,25.38,The product is a mood-booster,55.06,3,29.68,12,63,915 Pearson Lane,2023-11-14,2023-11-14
858,23.74,The product is a conversation-starter,51.16,3,27.42,8,56,0 Stuart Avenue,2023-06-23,2023-06-23
859,27.98,The product is a game-changer,49.37,5,21.39,11,53,45942 Shasta Center,2023-04-14,2023-04-14
860,21.14,The product is a party-starter,50.84,4,29.7,10,72,1 Coleman Court,2023-08-02,2023-08-02
861,20.27,The price is too high for the quality,52.78,1,32.51,10,55,24626 Sugar Terrace,2023-07-12,2023-07-12
862,14.49,great service,53.21,1,38.72,12,73,94 Claremont Alley,2023-10-23,2023-10-23
863,22.32,The product is a must-have for every home,50.74,3,28.42,14,65,05 Pleasure Center,2023-02-09,2023-02-09
864,16.85,The product broke after a few uses,43.84,3,26.99,9,83,421 Heath Road,2023-01-28,2023-01-28
865,28.18,The product is stylish and trendy,47.57,5,19.39,10,98,1185 Kingsford Hill,2023-07-21,2023-07-21
866,11.78,Great quality,42.79,4,31.01,9,71,727 Northland Parkway,2023-07-17,2023-07-17
867,19.15,The product is perfect for my needs,32.09,3,12.94,10,67,786 Kedzie Center,2023-10-24,2023-10-24
868,13.86,The product is a show-stopper,38.51,5,24.65,10,82,002 Fordem Avenue,2023-03-27,2023-03-27
869,15.23,The product is a party-starter,58.46,4,43.23,11,83,169 David Park,2023-10-17,2023-10-17
870,10.86,The product is a game-changer,54.03,5,43.17,8,9,63090 Moland Place,2023-12-11,2023-12-11
871,22.37,great service,56.16,5,33.79,9,27,0006 Stang Avenue,2023-08-01,2023-08-01
872,19.63,The product is a great value for the price,33.35,5,13.72,10,70,593 Cambridge Road,2023-04-22,2023-04-22
873,25.63,The product is a stress-reliever,33.86,5,8.23,14,6,56 Northwestern Circle,2023-07-15,2023-07-15
874,19.59,Very disappointed with this purchase,38.9,1,19.31,14,11,419 Schiller Way,2023-05-12,2023-05-12
875,15.6,The product is lightweight and easy to carry,58.14,1,42.54,13,97,6627 Calypso Way,2023-08-14,2023-08-14
876,29.19,Excellent customer service,41.24,4,12.05,10,96,4 Laurel Hill,2023-09-19,2023-09-19
877,13.36,Fast shipping,44.58,1,31.22,12,85,6 Oak Trail,2023-10-16,2023-10-16
878,21.69,The size runs small,38.77,3,17.08,14,93,8 Debra Circle,2023-11-16,2023-11-16
879,11.38,The size runs small,38.99,3,27.61,14,58,817 Forest Run Place,2023-08-05,2023-08-05
880,25.96,The product is a game-changer,58.86,3,32.9,15,84,295 Bay Trail,2023-05-29,2023-05-29
881,10.03,Will definitely buy again,39.69,5,29.66,14,95,1726 Texas Terrace,2023-10-19,2023-10-19
882,19.85,Fast shipping,39.23,4,19.38,10,82,18 Straubel Lane,2023-03-13,2023-03-13
883,21.46,Will definitely buy again,54.79,3,33.33,15,73,76452 Melby Hill,2023-02-09,2023-02-09
884,11.2,The product is difficult to assemble,35.38,5,24.18,13,81,29942 High Crossing Parkway,2023-09-12,2023-09-12
885,18.03,The product is perfect for my needs,42.72,1,24.69,10,15,8090 Starling Parkway,2023-07-21,2023-07-21
886,24.57,The product is difficult to assemble,43.78,5,19.21,13,3,47 Summit Place,2023-04-15,2023-04-15
887,16.56,Excellent customer service,49.96,2,33.4,10,100,92 Atwood Point,2023-10-06,2023-10-06
888,20.81,The color is not as shown in the picture,32.69,2,11.88,12,79,90716 Dayton Crossing,2023-04-04,2023-04-04
889,19.76,Would buy from this seller again,54.01,3,34.25,8,36,1 Iowa Parkway,2023-09-25,2023-09-25
890,24.78,I love this product so much,45.88,2,21.1,10,16,442 Donald Alley,2023-05-24,2023-05-24
891,24.82,The product is a time-saver,49.95,5,25.13,8,50,54 Springview Alley,2023-08-30,2023-08-30
892,14.13,The product is a game-changer,44.09,5,29.96,12,25,500 Orin Junction,2023-03-31,2023-03-31
893,16.0,The product is a head-turner,34.53,5,18.53,13,44,7604 Green Point,2023-11-04,2023-11-04
894,18.41,Not worth the money,58.83,2,40.42,15,60,693 Center Court,2023-10-19,2023-10-19
895,18.82,The product is not durable,55.79,1,36.97,13,71,39340 Division Hill,2023-05-11,2023-05-11
896,11.09,The product exceeded my expectations,50.31,4,39.22,9,54,80358 Division Center,2023-05-28,2023-05-28
897,15.09,Fast shipping,45.76,5,30.67,14,18,72 Bellgrove Alley,2023-10-04,2023-10-04
898,16.03,Product arrived earlier than expected,51.12,2,35.09,12,87,9 Oakridge Junction,2023-06-12,2023-06-12
899,13.1,The size runs small,49.1,1,36.0,16,39,5083 Cherokee Way,2023-06-07,2023-06-07
900,28.95,Not what I expected,38.55,5,9.6,11,56,121 Surrey Point,2023-01-11,2023-01-11
901,22.52,order a size up,38.55,4,16.03,16,92,34852 Surrey Way,2023-05-29,2023-05-29
902,16.88,Great quality,48.47,1,31.59,8,78,018 Village Green Crossing,2023-06-03,2023-06-03
903,22.05,The product is a great gift idea,35.08,2,13.03,12,93,551 Bobwhite Place,2023-01-23,2023-01-23
904,19.63,The packaging was damaged,58.38,1,38.75,14,88,55 Haas Road,2023-06-13,2023-06-13
905,16.82,The product is a head-turner,46.85,1,30.03,15,51,07 Packers Pass,2023-08-20,2023-08-20
906,19.81,The packaging was damaged,42.09,4,22.28,13,48,2151 Walton Drive,2023-06-30,2023-06-30
907,25.46,Product arrived earlier than expected,54.32,2,28.86,15,70,389 Pine View Junction,2023-03-05,2023-03-05
908,10.47,The product is a lifesaver,42.25,3,31.78,15,31,21 Amoth Avenue,2023-06-02,2023-06-02
909,13.47,The material is very soft and comfortable,56.24,2,42.77,9,66,9 Oneill Park,2023-04-02,2023-04-02
910,24.44,The product is stylish and trendy,53.47,3,29.03,14,23,58 Glacier Hill Plaza,2023-06-16,2023-06-16
911,26.67,The product is a party-starter,37.4,2,10.73,11,10,892 Larry Circle,2023-04-26,2023-04-26
912,10.25,The product is a head-turner,31.65,2,21.4,16,69,5579 Sutteridge Place,2023-04-06,2023-04-06
913,15.79,The price is too high for the quality,51.24,3,35.45,9,68,2 Holmberg Trail,2023-06-16,2023-06-16
914,15.59,The packaging was damaged,48.78,1,33.19,9,61,97397 Hanson Alley,2023-08-24,2023-08-24
915,24.99,Will definitely buy again,51.85,4,26.86,11,16,7 Norway Maple Hill,2023-05-30,2023-05-30
916,24.2,The product is a show-stopper,43.79,4,19.59,11,89,609 2nd Junction,2023-12-05,2023-12-05
917,28.52,The product is a space-saver,59.42,3,30.9,9,74,32891 Lillian Center,2023-07-06,2023-07-06
918,16.41,The product is versatile and can be used in many ways,38.68,5,22.27,15,72,2151 Surrey Point,2023-06-03,2023-06-03
919,14.06,The product is easy to use,53.86,3,39.8,9,76,32316 Fieldstone Drive,2023-07-16,2023-07-16
920,10.65,The product is a must-have for every home,49.23,1,38.58,8,96,47 Clemons Circle,2023-12-06,2023-12-06
921,26.86,The product is not durable,45.2,4,18.34,10,71,1 Mcbride Pass,2023-08-23,2023-08-23
922,23.49,Not what I expected,55.34,2,31.85,13,35,070 Barby Park,2023-07-09,2023-07-09
923,29.08,Excellent customer service,54.25,3,25.17,11,5,63632 Karstens Crossing,2023-03-07,2023-03-07
924,18.16,The product is not durable,40.87,2,22.71,13,55,847 Mesta Place,2023-11-05,2023-11-05
925,25.5,Product arrived earlier than expected,38.02,2,12.52,14,94,19 Red Cloud Drive,2023-08-28,2023-08-28
926,19.57,I love this product so much,36.61,4,17.04,10,27,13972 Meadow Valley Drive,2023-02-12,2023-02-12
927,13.38,The product is versatile and can be used in many ways,39.41,2,26.03,10,18,88996 American Plaza,2023-09-11,2023-09-11
928,19.09,The product is a stress-reliever,58.95,3,39.86,16,15,792 Schmedeman Place,2023-04-30,2023-04-30
929,19.36,The product is a head-turner,52.45,4,33.09,16,84,4044 Northland Hill,2023-04-24,2023-04-24
930,27.06,Will definitely buy again,57.06,3,30.0,16,58,3159 Schiller Park,2023-10-05,2023-10-05
931,10.74,The product is exactly as described,34.36,5,23.62,9,84,5 Mandrake Parkway,2023-01-17,2023-01-17
932,18.77,great service,51.43,4,32.66,10,12,738 Stephen Parkway,2023-06-01,2023-06-01
933,21.37,Very satisfied with my purchase,44.66,2,23.29,16,7,453 Mifflin Center,2023-05-22,2023-05-22
934,15.55,The product is easy to use,49.15,2,33.6,13,33,7 Village Green Street,2023-01-30,2023-01-30
935,28.9,The product is a lifesaver,40.34,2,11.44,8,68,1098 Texas Point,2023-02-03,2023-02-03
936,12.55,The product is a crowd-pleaser,34.01,1,21.46,10,28,2945 Jay Road,2023-04-26,2023-04-26
937,15.26,The product is difficult to assemble,31.36,5,16.1,12,47,0 Orin Court,2023-10-06,2023-10-06
938,15.18,The product exceeded my expectations,50.97,3,35.79,10,9,32849 Shopko Point,2023-06-25,2023-06-25
939,27.58,The material is very soft and comfortable,33.11,5,5.53,12,16,81 Vahlen Junction,2023-06-18,2023-06-18
940,13.21,The color is not as shown in the picture,45.4,4,32.19,13,23,1 Nelson Avenue,2023-11-28,2023-11-28
941,20.0,The product is a space-saver,38.07,4,18.07,13,77,1 Melby Park,2023-03-29,2023-03-29
942,18.55,Would recommend to friends and family,36.57,3,18.02,16,54,0 Stoughton Park,2023-10-21,2023-10-21
943,24.74,Would buy from this seller again,34.08,2,9.34,15,64,7656 Arizona Parkway,2023-11-09,2023-11-09
944,13.53,The product is a show-stopper,42.12,5,28.59,12,11,565 Springs Park,2023-10-03,2023-10-03
945,10.38,The product is a head-turner,32.61,3,22.23,9,2,4653 Blackbird Parkway,2023-10-09,2023-10-09
946,17.96,The product is a great value for the price,50.07,3,32.11,12,92,2480 Straubel Crossing,2023-04-16,2023-04-16
947,23.31,The size runs small,49.52,5,26.21,14,66,1675 Schurz Circle,2023-12-13,2023-12-13
948,18.98,I love this product so much,34.09,5,15.11,11,22,2898 Golden Leaf Crossing,2023-05-14,2023-05-14
949,25.78,The product is not durable,56.47,2,30.69,11,8,80 Twin Pines Avenue,2023-10-02,2023-10-02
950,22.01,The product is a game-changer,35.69,4,13.68,9,58,3660 Del Mar Crossing,2023-12-25,2023-12-25
951,10.03,The product is lightweight and easy to carry,36.2,3,26.17,8,29,73009 Sherman Parkway,2023-03-05,2023-03-05
952,17.61,The product is a great value for the price,39.26,3,21.65,10,97,9 Springs Parkway,2023-10-25,2023-10-25
953,12.38,Very satisfied with my purchase,46.82,3,34.44,14,41,6365 Reinke Park,2023-05-10,2023-05-10
954,28.96,The packaging was damaged,32.39,4,3.43,14,1,25502 South Center,2023-04-04,2023-04-04
955,29.82,The product is not durable,37.8,3,7.98,15,50,4 Union Street,2023-04-11,2023-04-11
956,27.38,The product is a game-changer,43.9,4,16.52,15,81,99850 Everett Park,2023-04-15,2023-04-15
957,22.01,The product is not durable,48.89,1,26.88,8,87,67308 Monument Avenue,2023-11-20,2023-11-20
958,10.7,Highly recommend this product,53.74,1,43.04,16,67,32 Union Junction,2023-10-20,2023-10-20
959,13.72,The price is too high for the quality,35.01,1,21.29,13,42,51 Old Shore Pass,2023-03-15,2023-03-15
960,19.26,great service,43.47,5,24.21,12,79,7525 Straubel Alley,2023-06-02,2023-06-02
961,22.34,The color is not as shown in the picture,36.96,5,14.62,8,46,263 Debs Crossing,2023-11-12,2023-11-12
962,26.61,The product is a crowd-pleaser,43.41,3,16.8,15,87,1 Prairie Rose Point,2023-06-26,2023-06-26
963,26.38,The color is not as shown in the picture,34.62,5,8.24,10,99,947 Atwood Center,2023-12-25,2023-12-25
964,26.17,The material is very soft and comfortable,39.9,1,13.73,12,1,140 Lien Pass,2023-12-16,2023-12-16
965,24.7,order a size up,35.88,1,11.18,8,11,28 Old Shore Way,2023-07-11,2023-07-11
966,19.04,The material is very soft and comfortable,45.33,3,26.29,15,69,58871 Pepper Wood Park,2023-03-21,2023-03-21
967,13.57,The product is a game-changer,48.91,5,35.34,9,22,1 Cardinal Court,2023-08-15,2023-08-15
968,28.06,The material is very soft and comfortable,38.14,4,10.08,9,52,9322 Memorial Parkway,2023-05-22,2023-05-22
969,20.31,Very satisfied with my purchase,58.89,5,38.58,12,96,41 Northfield Road,2023-10-13,2023-10-13
970,20.32,The product is stylish and trendy,37.79,3,17.47,10,73,02807 Graceland Alley,2023-02-19,2023-02-19
971,14.77,The size runs small,35.07,3,20.3,8,30,20077 Scofield Drive,2023-08-26,2023-08-26
972,27.03,The product is a game-changer,58.15,4,31.12,14,64,93707 Riverside Point,2023-01-31,2023-01-31
973,26.53,I love this product so much,38.09,3,11.56,10,33,75826 Moose Parkway,2023-07-29,2023-07-29
974,21.84,Will definitely buy again,48.53,4,26.69,15,15,2909 Transport Street,2023-04-29,2023-04-29
975,21.24,Would buy from this seller again,42.48,5,21.24,13,81,9 Ridgeway Circle,2023-07-31,2023-07-31
976,26.95,The product is a stress-reliever,40.62,1,13.67,10,89,44 Rieder Pass,2023-11-11,2023-11-11
977,18.85,The product is a time-saver,45.83,3,26.98,8,17,5 Glendale Center,2023-12-23,2023-12-23
978,25.21,The product is a lifesaver,40.88,3,15.67,16,8,7 Summit Junction,2023-01-16,2023-01-16
979,16.51,Not worth the money,48.8,5,32.29,11,27,09119 Pawling Street,2023-07-05,2023-07-05
980,10.63,The product is stylish and trendy,56.9,4,46.27,9,75,3693 Messerschmidt Trail,2023-08-10,2023-08-10
981,29.46,The product is a head-turner,55.23,5,25.77,10,18,94066 Manufacturers Center,2023-10-03,2023-10-03
982,10.32,The product is versatile and can be used in many ways,58.21,2,47.89,11,42,1 Elgar Park,2023-05-20,2023-05-20
983,22.85,Not what I expected,38.84,3,15.99,9,97,71488 Trailsway Park,2023-09-17,2023-09-17
984,27.0,Fast shipping,31.14,3,4.14,11,38,00 Northwestern Lane,2023-01-23,2023-01-23
985,24.39,The product is a crowd-pleaser,35.75,3,11.36,13,47,7 Orin Alley,2023-01-25,2023-01-25
986,30.0,The product exceeded my expectations,55.77,4,25.77,10,59,3 Cambridge Plaza,2023-09-29,2023-09-29
987,19.79,The product is perfect for my needs,43.7,2,23.91,13,56,097 Prairie Rose Junction,2023-04-20,2023-04-20
988,28.63,The product is a mood-booster,49.79,2,21.16,11,44,3807 Anhalt Circle,2023-01-22,2023-01-22
989,21.5,The product is not durable,47.04,4,25.54,13,32,80 Karstens Plaza,2023-11-19,2023-11-19
990,26.56,Highly recommend this product,41.39,5,14.83,9,50,81162 Magdeline Road,2023-09-16,2023-09-16
991,19.46,order a size up,36.47,3,17.01,11,10,43896 Nevada Trail,2023-10-16,2023-10-16
992,27.59,I love this product so much,53.0,4,25.41,15,23,19 Reindahl Crossing,2023-09-11,2023-09-11
993,20.91,The product is a show-stopper,41.13,5,20.22,12,95,268 Havey Terrace,2023-11-05,2023-11-05
994,27.2,great service,37.42,3,10.22,11,67,28 Forster Road,2023-03-19,2023-03-19
995,26.74,The product is perfect for my needs,54.73,5,27.99,16,86,672 Sloan Point,2023-01-25,2023-01-25
996,29.56,The product is a conversation-starter,43.84,2,14.28,15,83,6275 Vahlen Drive,2023-10-03,2023-10-03
997,14.51,The product is a crowd-pleaser,58.62,1,44.11,11,34,0 Lighthouse Bay Road,2023-06-04,2023-06-04
998,17.29,The product is difficult to assemble,50.31,1,33.02,12,35,13 Riverside Park,2023-05-12,2023-05-12
999,27.88,This product is amazing!,33.59,1,5.71,11,31,027 Thompson Trail,2023-07-20,2023-07-20
1000,20.4,Great quality,31.62,1,11.22,14,65,47 Vermont Point,2023-01-09,2023-01-09
