id,actual_amount,comment,original_amount,rating,reduce_amount,delevery_amount,promotion_id,user_addr,create_time,update_time
774,14.58,The price is too high for the quality,57.62,5,43.04,13,29,61748 Stoughton Drive,2023-01-30,2023-01-30
775,13.53,The product is a money-saver,48.95,3,35.42,14,28,0 Briar Crest Crossing,2023-11-10,2023-11-10
776,17.83,Very happy with my purchase,48.25,1,30.42,9,83,728 Coolidge Center,2023-07-22,2023-07-22
777,27.27,The product is a party-starter,32.31,5,5.04,15,61,1 Maple Wood Junction,2023-04-05,2023-04-05
778,15.98,Great quality,40.75,2,24.77,8,92,6 Becker Hill,2023-01-05,2023-01-05
779,16.5,Would buy from this seller again,36.05,3,19.55,8,62,96691 Lawn Hill,2023-03-25,2023-03-25
780,16.89,The product is a crowd-pleaser,40.43,5,23.54,11,25,444 Elgar Place,2023-11-24,2023-11-24
781,21.3,The product is exactly as described,32.69,2,11.39,16,94,44327 Commercial Point,2023-06-17,2023-06-17
782,19.0,The price is too high for the quality,48.24,3,29.24,9,41,7 Gulseth Center,2023-04-10,2023-04-10
783,28.7,Very happy with my purchase,44.75,5,16.05,13,46,05 Hazelcrest Way,2023-11-22,2023-11-22
784,24.01,Excellent customer service,53.53,2,29.52,8,21,35580 Armistice Drive,2023-09-07,2023-09-07
785,18.41,Highly recommend this product,47.3,1,28.89,14,71,587 Village Green Trail,2023-07-14,2023-07-14
786,11.77,The product is a time-saver,32.14,3,20.37,15,68,07 Homewood Terrace,2023-01-22,2023-01-22
787,28.21,The product is a space-saver,31.41,2,3.2,12,42,1554 Rockefeller Plaza,2023-10-23,2023-10-23
788,21.66,The product is perfect for my needs,34.91,5,13.25,11,28,0 Harbort Circle,2023-09-27,2023-09-27
789,27.08,Great quality,30.19,3,3.11,9,9,05946 Summerview Point,2023-09-18,2023-09-18
790,14.92,The size runs small,57.04,2,42.12,8,1,32044 Riverside Court,2023-03-29,2023-03-29
791,29.87,Excellent customer service,40.49,3,10.62,11,70,88230 8th Park,2023-12-14,2023-12-14
792,11.25,The price is too high for the quality,50.02,5,38.77,9,58,7 Orin Parkway,2023-12-28,2023-12-28
793,10.23,great service,34.27,2,24.04,10,96,782 Bay Junction,2023-12-10,2023-12-10
794,27.47,The product broke after a few uses,55.93,2,28.46,8,90,43 Eggendart Crossing,2023-01-16,2023-01-16
795,26.12,Very happy with my purchase,47.63,5,21.51,12,40,084 Lyons Pass,2023-09-01,2023-09-01
796,15.05,The price is too high for the quality,58.33,4,43.28,9,5,29 Mitchell Park,2023-04-07,2023-04-07
797,17.99,The product exceeded my expectations,46.38,3,28.39,12,15,587 Hayes Alley,2023-04-16,2023-04-16
798,20.78,Very happy with my purchase,32.49,1,11.71,10,56,40 Prairieview Avenue,2023-11-20,2023-11-20
799,23.71,Great quality,52.61,1,28.9,11,37,9291 Mallory Pass,2023-09-19,2023-09-19
800,10.47,The product is difficult to assemble,41.11,3,30.64,12,60,3 Bultman Circle,2023-06-29,2023-06-29
801,29.19,Highly recommend this product,38.45,1,9.26,8,78,6209 Russell Circle,2023-10-24,2023-10-24
802,11.8,Not what I expected,35.38,2,23.58,16,89,1300 Butternut Court,2023-08-16,2023-08-16
803,11.03,Highly recommend this product,31.91,2,20.88,9,63,52 Melody Hill,2023-05-07,2023-05-07
804,28.33,The product exceeded my expectations,48.86,4,20.53,16,67,2 Moulton Road,2023-08-18,2023-08-18
805,11.17,The product is a party-starter,55.76,3,44.59,10,98,54534 Raven Parkway,2023-12-09,2023-12-09
806,28.64,order a size up,31.7,5,3.06,10,27,0 Twin Pines Place,2023-10-26,2023-10-26
807,15.02,The product is a conversation-starter,50.06,1,35.04,9,30,5167 Northwestern Drive,2023-12-11,2023-12-11
808,15.02,The product is a money-saver,53.68,3,38.66,8,67,612 Mayer Parkway,2023-07-26,2023-07-26
809,19.11,order a size up,46.65,3,27.54,16,20,22270 Buell Alley,2023-10-09,2023-10-09
810,13.07,Excellent customer service,30.41,2,17.34,12,60,317 Riverside Court,2023-08-02,2023-08-02
811,26.51,Would recommend to friends and family,54.49,4,27.98,14,74,4543 Hansons Road,2023-08-11,2023-08-11
812,23.91,The product is easy to use,39.59,1,15.68,8,99,72 Clove Alley,2023-05-03,2023-05-03
813,24.53,The product is not durable,41.04,3,16.51,14,28,18914 8th Center,2023-06-08,2023-06-08
814,29.5,I love this product so much,53.36,3,23.86,14,33,0 Vahlen Crossing,2023-08-05,2023-08-05
815,25.22,great service,45.94,3,20.72,9,5,5767 Stang Terrace,2023-02-02,2023-02-02
816,27.7,Very disappointed with this purchase,37.56,3,9.86,14,88,54930 Mallard Drive,2023-09-06,2023-09-06
817,29.85,The product broke after a few uses,53.53,1,23.68,8,61,9539 Cardinal Way,2023-09-25,2023-09-25
818,17.49,The product is a show-stopper,54.86,3,37.37,13,29,3227 Crownhardt Road,2023-09-30,2023-09-30
819,28.03,The product is exactly as described,39.4,4,11.37,13,45,550 Golden Leaf Terrace,2023-05-04,2023-05-04
820,22.72,The product is a head-turner,51.39,1,28.67,16,7,572 Schlimgen Drive,2023-03-28,2023-03-28
821,23.83,Excellent customer service,49.34,4,25.51,9,4,4966 3rd Plaza,2023-06-08,2023-06-08
822,17.53,Very happy with my purchase,41.24,2,23.71,12,16,20 Schiller Circle,2023-10-30,2023-10-30
823,19.13,The product is a head-turner,46.94,5,27.81,12,65,30079 Karstens Alley,2023-02-19,2023-02-19
824,22.48,The product is a great value for the price,42.39,4,19.91,16,43,115 Vera Pass,2023-04-18,2023-04-18
825,22.26,Would buy from this seller again,37.48,1,15.22,13,18,5765 Del Sol Trail,2023-10-15,2023-10-15
826,14.37,The product is a head-turner,45.83,2,31.46,12,34,5842 Laurel Point,2023-03-31,2023-03-31
827,16.34,The product is a show-stopper,55.94,5,39.6,8,68,4 Thackeray Pass,2023-04-14,2023-04-14
828,19.26,The product is a great gift idea,54.37,3,35.11,9,13,32100 Sauthoff Crossing,2023-08-05,2023-08-05
829,25.1,The product is not durable,49.94,5,24.84,16,47,235 Thierer Alley,2023-03-06,2023-03-06
830,21.09,Very happy with my purchase,58.37,5,37.28,9,78,47 Northland Street,2023-08-15,2023-08-15
831,18.53,The product is a mood-booster,54.6,5,36.07,14,63,76 Mesta Plaza,2023-10-30,2023-10-30
832,22.72,The product is a confidence-booster,32.05,2,9.33,8,83,976 Myrtle Court,2023-07-27,2023-07-27
833,11.35,The price is too high for the quality,43.12,5,31.77,11,98,51 Holmberg Road,2023-01-07,2023-01-07
834,11.72,The product is perfect for my needs,45.78,1,34.06,11,48,06 International Trail,2023-01-18,2023-01-18
835,27.27,The product is a time-saver,45.21,1,17.94,11,27,078 Manufacturers Lane,2023-10-05,2023-10-05
836,11.48,Product arrived earlier than expected,56.72,1,45.24,9,9,4598 Carioca Terrace,2023-02-07,2023-02-07
837,19.23,The product is a head-turner,50.71,3,31.48,11,49,0090 Fallview Crossing,2023-02-27,2023-02-27
838,16.62,The product is a great gift idea,40.29,1,23.67,16,39,821 Dawn Pass,2023-08-19,2023-08-19
839,22.12,The price is too high for the quality,50.3,2,28.18,15,67,894 Declaration Pass,2023-06-25,2023-06-25
840,28.56,The product is a conversation-starter,57.71,2,29.15,8,99,6377 Moose Hill,2023-09-24,2023-09-24
841,27.22,The product is a space-saver,54.73,3,27.51,12,41,5448 Iowa Circle,2023-11-16,2023-11-16
842,20.81,The product is perfect for my needs,39.3,3,18.49,15,87,2894 Nobel Lane,2023-04-07,2023-04-07
843,11.25,The product is a head-turner,35.62,2,24.37,8,83,86299 Talmadge Hill,2023-10-01,2023-10-01
844,13.83,The product is not durable,39.56,3,25.73,15,74,86882 Kingsford Junction,2023-04-09,2023-04-09
845,12.69,Would buy from this seller again,55.34,4,42.65,14,75,55719 Morningstar Road,2023-01-15,2023-01-15
846,22.55,Very satisfied with my purchase,41.59,1,19.04,10,81,879 Kedzie Alley,2023-12-18,2023-12-18
847,15.27,The product is a must-have for every home,53.85,1,38.58,14,21,222 Southridge Park,2023-04-30,2023-04-30
848,18.09,The size runs small,39.95,2,21.86,8,28,909 Carey Alley,2023-12-07,2023-12-07
849,18.73,The product broke after a few uses,39.77,4,21.04,16,3,5 Vermont Way,2023-07-09,2023-07-09
850,13.51,The product is a stress-reliever,59.29,1,45.78,13,82,10784 Caliangt Drive,2023-09-19,2023-09-19
851,13.22,The product is a great gift idea,35.15,3,21.93,12,19,23241 Division Parkway,2023-06-15,2023-06-15
852,26.72,The product is lightweight and easy to carry,54.21,4,27.49,10,23,584 Randy Road,2023-02-14,2023-02-14
853,18.15,The product is a money-saver,52.27,2,34.12,11,9,0684 Manitowish Trail,2023-03-30,2023-03-30
854,10.66,The product is a stress-reliever,47.71,3,37.05,12,18,11193 Montana Pass,2023-09-20,2023-09-20
855,16.79,The product is a must-have for every home,32.35,4,15.56,14,58,964 School Avenue,2023-02-21,2023-02-21
856,22.37,The size runs small,57.36,2,34.99,10,71,2 Hintze Pass,2023-06-14,2023-06-14
857,21.55,The product is lightweight and easy to carry,53.27,4,31.72,15,33,51 Mifflin Park,2023-08-03,2023-08-03
858,22.06,The product is a great gift idea,52.35,3,30.29,11,40,96 Reinke Point,2023-03-11,2023-03-11
859,17.03,The product is a lifesaver,44.25,3,27.22,13,96,1 Homewood Junction,2023-12-10,2023-12-10
860,17.2,great service,34.8,3,17.6,13,57,43831 Butterfield Hill,2023-04-15,2023-04-15
861,15.66,The product is a great value for the price,50.39,2,34.73,15,49,2305 Esch Place,2023-06-18,2023-06-18
862,18.6,The product is a conversation-starter,42.12,4,23.52,14,85,286 Troy Park,2023-03-25,2023-03-25
863,15.47,Great quality,44.19,1,28.72,8,50,2 Arizona Park,2023-09-14,2023-09-14
864,22.66,Very disappointed with this purchase,30.65,1,7.99,14,4,2 Village Green Point,2023-03-04,2023-03-04
865,12.44,The product is versatile and can be used in many ways,59.4,5,46.96,16,2,398 Loeprich Junction,2023-09-28,2023-09-28
866,20.78,The product is a conversation-starter,34.29,2,13.51,15,46,401 Welch Point,2023-03-14,2023-03-14
867,26.9,The product is versatile and can be used in many ways,57.44,5,30.54,10,15,300 Arkansas Road,2023-04-16,2023-04-16
868,16.98,The product is a mood-booster,46.39,4,29.41,12,97,34920 Sunnyside Lane,2023-05-28,2023-05-28
869,13.29,Not what I expected,33.47,3,20.18,15,88,1614 Tony Alley,2023-03-20,2023-03-20
870,26.33,great service,41.37,3,15.04,12,27,3 Oak Court,2023-06-16,2023-06-16
871,16.96,Excellent customer service,57.75,5,40.79,13,91,4212 Tony Hill,2023-06-30,2023-06-30
872,14.99,The color is not as shown in the picture,32.86,1,17.87,16,21,7342 Vernon Place,2023-06-18,2023-06-18
873,18.07,Very disappointed with this purchase,37.38,3,19.31,15,90,02 Arkansas Point,2023-08-30,2023-08-30
874,16.89,The product is exactly as described,41.89,4,25.0,11,58,38585 Dottie Terrace,2023-12-07,2023-12-07
875,21.42,The product is a game-changer,49.5,4,28.08,15,18,19 Walton Junction,2023-08-24,2023-08-24
876,17.94,The product is versatile and can be used in many ways,37.5,4,19.56,15,8,858 Knutson Center,2023-06-25,2023-06-25
877,28.09,The product is difficult to assemble,35.96,2,7.87,15,4,00600 Straubel Hill,2023-04-18,2023-04-18
878,27.88,Not worth the money,57.63,1,29.75,10,59,387 Gina Point,2023-02-16,2023-02-16
879,13.19,The color is not as shown in the picture,31.28,4,18.09,13,16,7 Swallow Park,2023-01-11,2023-01-11
880,24.13,The product exceeded my expectations,53.6,5,29.47,10,95,5 Dwight Terrace,2023-04-28,2023-04-28
881,19.16,The product is a game-changer,47.97,2,28.81,9,50,955 Novick Trail,2023-05-13,2023-05-13
882,29.38,The product is not durable,57.08,1,27.7,10,89,3 Pennsylvania Parkway,2023-03-02,2023-03-02
883,28.64,Not what I expected,46.75,1,18.11,8,3,05 Hudson Avenue,2023-08-10,2023-08-10
884,14.97,Will definitely buy again,46.36,5,31.39,11,28,779 Red Cloud Court,2023-11-15,2023-11-15
885,19.35,The product is a game-changer,59.52,1,40.17,14,20,63 Pond Drive,2023-11-23,2023-11-23
886,11.95,The product is a party-starter,30.2,2,18.25,10,65,42537 Miller Circle,2023-10-21,2023-10-21
887,12.65,The product is a space-saver,32.13,1,19.48,13,78,453 Reinke Trail,2023-02-25,2023-02-25
888,25.59,The product is a space-saver,34.78,4,9.19,16,79,33 Victoria Circle,2023-02-07,2023-02-07
889,15.47,Would recommend to friends and family,34.09,3,18.62,13,53,20 Del Mar Drive,2023-07-08,2023-07-08
890,11.33,Will definitely buy again,59.04,2,47.71,13,5,97 Bayside Place,2023-05-24,2023-05-24
891,29.43,The product is a space-saver,33.16,1,3.73,9,14,93555 Alpine Circle,2023-11-03,2023-11-03
892,18.28,The product exceeded my expectations,50.58,5,32.3,13,46,028 Pine View Park,2023-01-28,2023-01-28
893,22.19,The product is a lifesaver,52.44,4,30.25,13,2,16810 Fairview Junction,2023-10-05,2023-10-05
894,22.1,Would buy from this seller again,42.0,4,19.9,10,48,64151 Forest Run Terrace,2023-11-03,2023-11-03
895,27.83,Not worth the money,46.31,3,18.48,12,54,713 Springview Street,2023-03-07,2023-03-07
896,25.82,This product is amazing!,44.67,5,18.85,10,82,54 Grasskamp Pass,2023-11-09,2023-11-09
897,15.08,Not worth the money,39.33,2,24.25,16,66,1 Forster Park,2023-10-08,2023-10-08
898,22.1,Product arrived earlier than expected,48.78,4,26.68,12,31,1 Leroy Trail,2023-12-03,2023-12-03
899,24.65,Fast shipping,48.09,4,23.44,9,42,35 Eliot Court,2023-08-28,2023-08-28
900,13.43,The product is a mood-booster,34.1,1,20.67,9,1,694 Summer Ridge Hill,2023-07-29,2023-07-29
901,15.93,The product is a great gift idea,33.31,3,17.38,8,74,337 Iowa Drive,2023-07-26,2023-07-26
902,22.36,The product is a must-have for every home,49.21,4,26.85,12,67,382 Lakeland Plaza,2023-09-10,2023-09-10
903,27.72,The product is a mood-booster,55.1,2,27.38,11,100,3 Porter Avenue,2023-04-16,2023-04-16
904,24.72,Very happy with my purchase,58.72,1,34.0,16,23,9 Mifflin Hill,2023-06-24,2023-06-24
905,25.35,The product is a great value for the price,45.52,2,20.17,16,95,3 Hoffman Avenue,2023-01-26,2023-01-26
906,12.62,The product is stylish and trendy,54.33,2,41.71,16,71,5 Dovetail Road,2023-04-17,2023-04-17
907,29.39,Would buy from this seller again,34.83,5,5.44,8,47,66557 Delladonna Court,2023-08-10,2023-08-10
908,11.38,The product broke after a few uses,56.19,2,44.81,16,57,6 Havey Center,2023-11-05,2023-11-05
909,13.03,The product is a must-have for every home,39.83,3,26.8,12,31,89546 Mitchell Terrace,2023-06-09,2023-06-09
910,28.49,The product is a stress-reliever,50.23,5,21.74,11,99,6 Mayer Pass,2023-10-13,2023-10-13
911,20.63,Not worth the money,53.59,5,32.96,12,56,404 Havey Lane,2023-05-19,2023-05-19
912,29.94,Very satisfied with my purchase,51.98,5,22.04,16,88,02 Spenser Alley,2023-09-30,2023-09-30
913,12.33,Highly recommend this product,37.31,1,24.98,14,40,7748 Kenwood Parkway,2023-04-11,2023-04-11
914,29.66,The price is too high for the quality,49.67,4,20.01,16,10,5403 Kenwood Plaza,2023-12-19,2023-12-19
915,16.88,The product is perfect for my needs,33.26,3,16.38,14,44,20526 Nancy Trail,2023-04-15,2023-04-15
916,17.28,The material is very soft and comfortable,56.6,4,39.32,11,26,985 Waywood Park,2023-04-03,2023-04-03
917,25.35,The product is not durable,35.8,2,10.45,11,85,84 Bashford Point,2023-07-01,2023-07-01
918,25.98,The product is a game-changer,44.58,1,18.6,16,58,969 Summerview Junction,2023-08-27,2023-08-27
919,28.01,The product is lightweight and easy to carry,53.79,2,25.78,15,24,9787 Elgar Street,2023-06-15,2023-06-15
920,12.11,The material is very soft and comfortable,30.96,4,18.85,13,13,960 Brickson Park Junction,2023-09-11,2023-09-11
921,20.58,The product is not durable,52.69,1,32.11,11,22,1 Prairie Rose Terrace,2023-06-02,2023-06-02
922,12.19,Highly recommend this product,56.41,1,44.22,15,50,63 3rd Lane,2023-09-13,2023-09-13
923,20.23,The product exceeded my expectations,31.3,3,11.07,8,91,65844 Crownhardt Trail,2023-12-14,2023-12-14
924,12.56,The size runs small,48.91,4,36.35,15,3,20 Redwing Junction,2023-03-15,2023-03-15
925,12.57,The product is a head-turner,49.56,5,36.99,16,98,23 Westridge Park,2023-02-11,2023-02-11
926,22.46,The product is difficult to assemble,40.41,4,17.95,12,70,67 Monica Center,2023-08-25,2023-08-25
927,25.32,The product is a must-have for every home,53.6,1,28.28,8,78,2059 Dwight Hill,2023-09-29,2023-09-29
928,15.67,Product arrived earlier than expected,32.41,5,16.74,9,65,955 Hintze Hill,2023-07-28,2023-07-28
929,17.29,The size runs small,43.21,3,25.92,15,86,9939 Bay Center,2023-12-07,2023-12-07
930,23.08,Fast shipping,57.85,4,34.77,13,17,9 Oakridge Way,2023-05-20,2023-05-20
931,16.51,The material is very soft and comfortable,43.79,4,27.28,15,27,152 Northland Lane,2023-01-28,2023-01-28
932,27.43,order a size up,41.03,1,13.6,9,58,43 Kedzie Park,2023-09-15,2023-09-15
933,19.02,Very disappointed with this purchase,43.68,4,24.66,10,66,8625 Porter Street,2023-10-29,2023-10-29
934,21.64,Highly recommend this product,53.62,2,31.98,11,68,4805 Claremont Court,2023-08-22,2023-08-22
935,14.72,The product is not durable,39.62,4,24.9,11,56,47572 Warbler Park,2023-08-11,2023-08-11
936,17.1,The product is a game-changer,51.75,4,34.65,15,30,57506 Farragut Trail,2023-07-18,2023-07-18
937,18.86,The product is a show-stopper,39.31,4,20.45,14,82,23746 Gale Pass,2023-07-12,2023-07-12
938,18.91,The product broke after a few uses,37.22,2,18.31,12,9,2553 Cody Way,2023-08-27,2023-08-27
939,29.44,The product is a space-saver,43.71,3,14.27,13,18,623 Paget Center,2023-07-16,2023-07-16
940,18.74,The product is a conversation-starter,56.33,5,37.59,14,90,31 Stone Corner Hill,2023-10-01,2023-10-01
941,23.02,order a size up,37.94,3,14.92,10,88,7 Park Meadow Park,2023-05-18,2023-05-18
942,22.41,Excellent customer service,41.25,2,18.84,10,5,600 Hoffman Avenue,2023-04-05,2023-04-05
943,28.74,The product is a head-turner,48.95,3,20.21,13,89,88534 Bultman Lane,2023-03-21,2023-03-21
944,23.94,The product is perfect for my needs,30.71,5,6.77,15,33,1 Washington Plaza,2023-04-24,2023-04-24
945,24.87,The product is easy to use,54.62,3,29.75,10,70,2 Cardinal Court,2023-08-25,2023-08-25
946,28.43,The product is a space-saver,47.98,1,19.55,9,13,6588 Lake View Alley,2023-06-07,2023-06-07
947,27.44,The product is lightweight and easy to carry,55.72,5,28.28,10,44,4 Manufacturers Crossing,2023-04-24,2023-04-24
948,15.2,The product is lightweight and easy to carry,54.63,5,39.43,8,7,84916 Hanson Way,2023-10-17,2023-10-17
949,28.97,The product is a game-changer,46.22,1,17.25,15,60,83 1st Junction,2023-11-02,2023-11-02
950,21.7,Not what I expected,51.83,1,30.13,13,64,7 Michigan Point,2023-09-03,2023-09-03
951,22.06,The product is a confidence-booster,56.27,4,34.21,15,87,074 Oak Valley Trail,2023-01-25,2023-01-25
952,29.39,The product is a stress-reliever,39.53,3,10.14,10,3,9 Veith Center,2023-03-03,2023-03-03
953,14.49,Would recommend to friends and family,55.4,5,40.91,9,61,0 3rd Pass,2023-09-28,2023-09-28
954,14.92,The packaging was damaged,47.37,5,32.45,12,86,085 Morningstar Avenue,2023-01-01,2023-01-01
955,14.73,The product is exactly as described,39.01,5,24.28,15,91,45697 4th Crossing,2023-07-12,2023-07-12
956,20.11,The packaging was damaged,57.14,3,37.03,11,23,311 Helena Park,2023-06-15,2023-06-15
957,24.43,The product is a money-saver,58.76,5,34.33,16,52,409 Graedel Point,2023-11-25,2023-11-25
958,29.14,Very disappointed with this purchase,36.63,3,7.49,11,72,50033 Warner Lane,2023-06-24,2023-06-24
959,24.68,The product broke after a few uses,34.82,1,10.14,12,28,5 Mitchell Circle,2023-06-10,2023-06-10
960,25.77,The product is easy to use,39.78,5,14.01,14,100,5090 Summerview Terrace,2023-09-14,2023-09-14
961,24.21,Very satisfied with my purchase,52.04,3,27.83,14,59,71376 Quincy Road,2023-03-21,2023-03-21
962,25.74,Very disappointed with this purchase,53.56,1,27.82,10,53,70120 Carberry Center,2023-10-07,2023-10-07
963,10.48,The color is not as shown in the picture,58.15,1,47.67,9,81,1 Dawn Court,2023-12-21,2023-12-21
964,14.39,Great quality,56.09,3,41.7,8,14,044 Summerview Trail,2023-07-19,2023-07-19
965,17.01,Will definitely buy again,49.3,1,32.29,10,6,74601 Stone Corner Trail,2023-06-29,2023-06-29
966,25.25,The product is a conversation-starter,51.36,5,26.11,11,3,8775 Thackeray Avenue,2023-06-09,2023-06-09
967,15.17,Would buy from this seller again,33.19,2,18.02,11,59,71235 Fairfield Avenue,2023-03-26,2023-03-26
968,23.5,The product is a crowd-pleaser,31.53,5,8.03,12,5,41 Fairfield Plaza,2023-11-24,2023-11-24
969,15.18,I love this product so much,46.31,5,31.13,12,96,1 Knutson Center,2023-09-20,2023-09-20
970,21.65,The product is a party-starter,52.01,2,30.36,12,94,187 Barby Way,2023-12-08,2023-12-08
971,24.82,Fast shipping,39.2,2,14.38,10,12,26 Calypso Road,2023-10-21,2023-10-21
972,17.32,The product is a time-saver,30.04,5,12.72,10,50,8493 Rigney Alley,2023-05-26,2023-05-26
973,17.11,The product is stylish and trendy,43.48,3,26.37,9,33,19175 Crownhardt Center,2023-02-27,2023-02-27
974,10.83,The product exceeded my expectations,53.09,5,42.26,16,31,30234 Arkansas Hill,2023-10-26,2023-10-26
975,10.26,The product is a conversation-starter,45.19,4,34.93,13,78,03162 Continental Point,2023-10-18,2023-10-18
976,29.51,Very disappointed with this purchase,50.59,1,21.08,14,48,8 Rowland Plaza,2023-05-12,2023-05-12
977,23.33,The material is very soft and comfortable,51.22,1,27.89,11,74,1864 Scoville Crossing,2023-04-16,2023-04-16
978,11.46,Very disappointed with this purchase,45.48,2,34.02,10,18,8400 Victoria Street,2023-10-30,2023-10-30
979,21.2,Not worth the money,47.77,2,26.57,16,51,9 Muir Place,2023-09-21,2023-09-21
980,13.0,The material is very soft and comfortable,46.54,1,33.54,11,10,53994 Fordem Circle,2023-06-01,2023-06-01
981,19.35,The product is a head-turner,52.35,4,33.0,13,90,0721 Schlimgen Avenue,2023-05-03,2023-05-03
982,27.44,The product is a must-have for every home,42.35,4,14.91,14,26,80 Gateway Court,2023-10-30,2023-10-30
983,15.93,Excellent customer service,38.26,2,22.33,15,24,94 Hansons Road,2023-07-19,2023-07-19
984,17.36,The product is a party-starter,56.08,1,38.72,14,16,92338 Bartelt Street,2023-10-28,2023-10-28
985,26.68,Will definitely buy again,33.2,3,6.52,14,91,42101 Boyd Pass,2023-07-29,2023-07-29
986,21.77,The material is very soft and comfortable,59.09,2,37.32,13,77,2271 Burning Wood Plaza,2023-04-14,2023-04-14
987,28.32,The product is exactly as described,40.43,2,12.11,9,25,74 South Hill,2023-04-16,2023-04-16
988,15.57,Highly recommend this product,30.39,4,14.82,11,67,63 Scoville Court,2023-12-25,2023-12-25
989,12.37,The product is perfect for my needs,35.65,1,23.28,8,79,5 Scoville Point,2023-12-23,2023-12-23
990,10.87,Very disappointed with this purchase,55.5,1,44.63,8,69,35 Green Junction,2023-02-09,2023-02-09
991,21.15,Would buy from this seller again,33.16,3,12.01,14,65,4 Fremont Hill,2023-03-11,2023-03-11
992,12.32,The product is perfect for my needs,50.79,2,38.47,11,98,4736 Waubesa Point,2023-02-27,2023-02-27
993,12.08,The product is a stress-reliever,56.14,3,44.06,10,97,4 Darwin Court,2023-03-19,2023-03-19
994,12.58,Would recommend to friends and family,42.54,1,29.96,16,17,4 Shasta Drive,2023-09-10,2023-09-10
995,25.5,The product is versatile and can be used in many ways,32.56,4,7.06,16,29,062 Vernon Plaza,2023-12-18,2023-12-18
996,23.02,The packaging was damaged,53.46,2,30.44,10,87,1 Judy Park,2023-03-25,2023-03-25
997,20.85,The product is a show-stopper,48.41,2,27.56,10,8,20 2nd Drive,2023-07-24,2023-07-24
998,12.62,Not worth the money,33.6,4,20.98,8,89,065 Rutledge Terrace,2023-07-21,2023-07-21
999,23.23,The product is a show-stopper,32.98,1,9.75,13,32,83098 Portage Road,2023-08-07,2023-08-07
1000,11.49,Would recommend to friends and family,45.53,4,34.04,9,42,05 Sugar Street,2023-01-14,2023-01-14
